# step , loss function , Y0 , learning rate , running time 
1.347000000000000000e+03,9.528084531829116369e-03,3.297848381214786850e-01,1.000000047497451305e-03,8.495655059814453125e+00
1.348000000000000000e+03,1.397858064488844473e-03,3.296259869514145402e-01,1.000000047497451305e-03,8.497656583786010742e+00
1.349000000000000000e+03,1.361861885746096408e-02,3.295646322944248974e-01,1.000000047497451305e-03,8.499658346176147461e+00
1.350000000000000000e+03,2.994164882686072005e-02,3.293817457516900471e-01,1.000000047497451305e-03,8.502660512924194336e+00
1.351000000000000000e+03,1.481090790876872737e-04,3.290980110879656029e-01,1.000000047497451305e-03,8.504661321640014648e+00
1.352000000000000000e+03,1.102948188543884968e-02,3.290784660919341964e-01,1.000000047497451305e-03,8.506662845611572266e+00
1.353000000000000000e+03,6.130862299295326259e-06,3.289068969132852849e-01,1.000000047497451305e-03,8.508664131164550781e+00
1.354000000000000000e+03,8.398101437852721618e-02,3.289029586790126469e-01,1.000000047497451305e-03,8.510665416717529297e+00
1.355000000000000000e+03,1.435220766971246828e-02,3.284363380821643252e-01,1.000000047497451305e-03,8.511666059494018555e+00
1.356000000000000000e+03,1.441261751441489346e-02,3.286255127179182334e-01,1.000000047497451305e-03,8.513667583465576172e+00
1.357000000000000000e+03,1.650047550028933179e-03,3.284286945806987323e-01,1.000000047497451305e-03,8.515668869018554688e+00
1.358000000000000000e+03,3.379034949661758030e-03,3.283633562370446013e-01,1.000000047497451305e-03,8.517669916152954102e+00
1.359000000000000000e+03,2.239151230486752589e-02,3.282660643271648193e-01,1.000000047497451305e-03,8.519671678543090820e+00
1.360000000000000000e+03,2.259791866358740100e-03,3.284974423734854376e-01,1.000000047497451305e-03,8.521672487258911133e+00
1.361000000000000000e+03,5.568147060736827053e-02,3.284221730762351132e-01,1.000000047497451305e-03,8.523674011230468750e+00
1.362000000000000000e+03,2.212723239775391676e-02,3.287819881339584249e-01,1.000000047497451305e-03,8.525675535202026367e+00
1.363000000000000000e+03,3.493542519820128870e-03,3.290074491052160099e-01,1.000000047497451305e-03,8.527676820755004883e+00
1.364000000000000000e+03,1.698117003172221022e-03,3.290997686269859224e-01,1.000000047497451305e-03,8.529678344726562500e+00
1.365000000000000000e+03,1.754210732870044624e-04,3.291654883361428974e-01,1.000000047497451305e-03,8.531679391860961914e+00
1.366000000000000000e+03,1.555072186878926795e-02,3.291432297130406082e-01,1.000000047497451305e-03,8.533680915832519531e+00
1.367000000000000000e+03,6.519249128624848367e-04,3.289376658380804841e-01,1.000000047497451305e-03,8.535682201385498047e+00
1.368000000000000000e+03,1.805474851082443236e-04,3.289786404723932245e-01,1.000000047497451305e-03,8.537683486938476562e+00
1.369000000000000000e+03,3.235971060154548364e-04,3.290003444720717707e-01,1.000000047497451305e-03,8.539684772491455078e+00
1.370000000000000000e+03,1.685434628743916934e-03,3.290284225552559394e-01,1.000000047497451305e-03,8.541686296463012695e+00
1.371000000000000000e+03,1.172266003315595821e-02,3.289625594367807659e-01,1.000000047497451305e-03,8.543687343597412109e+00
1.372000000000000000e+03,3.844814081385502375e-02,3.291373980031260804e-01,1.000000047497451305e-03,8.545688867568969727e+00
1.373000000000000000e+03,1.562083928609165305e-02,3.288207202113013206e-01,1.000000047497451305e-03,8.547690153121948242e+00
1.374000000000000000e+03,7.207415557812658479e-04,3.286134945283480935e-01,1.000000047497451305e-03,8.549691677093505859e+00
1.375000000000000000e+03,3.003797956292890425e-02,3.285700134006453998e-01,1.000000047497451305e-03,8.551692724227905273e+00
1.376000000000000000e+03,1.011617319255484057e-03,3.282702408802851135e-01,1.000000047497451305e-03,8.553694248199462891e+00
1.377000000000000000e+03,2.775411575006697835e-03,3.282197280640440362e-01,1.000000047497451305e-03,8.555695533752441406e+00
1.378000000000000000e+03,3.824188462611667356e-03,3.283024666642441747e-01,1.000000047497451305e-03,8.557696580886840820e+00
1.379000000000000000e+03,6.125588446076503379e-03,3.282020364318100625e-01,1.000000047497451305e-03,8.558697223663330078e+00
1.380000000000000000e+03,2.096946265850483868e-02,3.283274751015225479e-01,1.000000047497451305e-03,8.560698509216308594e+00
1.381000000000000000e+03,7.072410201570467243e-03,3.285502664552232832e-01,1.000000047497451305e-03,8.562699794769287109e+00
1.382000000000000000e+03,6.822195545763530544e-02,3.284125630179521305e-01,1.000000047497451305e-03,8.564701318740844727e+00
1.383000000000000000e+03,3.043240697781846374e-02,3.279799482348348394e-01,1.000000047497451305e-03,8.566702604293823242e+00
1.384000000000000000e+03,2.710885488940700805e-02,3.282474683050456976e-01,1.000000047497451305e-03,8.568703651428222656e+00
1.385000000000000000e+03,3.591130656180039488e-02,3.279776508912858324e-01,1.000000047497451305e-03,8.570705413818359375e+00
1.386000000000000000e+03,1.943741234624596012e-02,3.282688230536247587e-01,1.000000047497451305e-03,8.572706937789916992e+00
1.387000000000000000e+03,7.974026155383528389e-06,3.280301402901699692e-01,1.000000047497451305e-03,8.574708461761474609e+00
1.388000000000000000e+03,1.119303217997832077e-02,3.280256958519787158e-01,1.000000047497451305e-03,8.577709674835205078e+00
1.389000000000000000e+03,7.328279128140536419e-03,3.281899015797774544e-01,1.000000047497451305e-03,8.579711437225341797e+00
1.390000000000000000e+03,4.243919766115207375e-03,3.280534495983112864e-01,1.000000047497451305e-03,8.581712722778320312e+00
1.391000000000000000e+03,6.106688494672054060e-03,3.279506762063796321e-01,1.000000047497451305e-03,8.583714246749877930e+00
1.392000000000000000e+03,5.619550185534375256e-03,3.278252846042882807e-01,1.000000047497451305e-03,8.585715293884277344e+00
1.393000000000000000e+03,3.498570747817086359e-03,3.276994459605786503e-01,1.000000047497451305e-03,8.587716817855834961e+00
1.394000000000000000e+03,1.102398420909881174e-02,3.277935074407892224e-01,1.000000047497451305e-03,8.589717864990234375e+00
1.395000000000000000e+03,7.354934316764175257e-04,3.276244329040680081e-01,1.000000047497451305e-03,8.591719388961791992e+00
1.396000000000000000e+03,9.352801417131484732e-03,3.275815527733126342e-01,1.000000047497451305e-03,8.593720674514770508e+00
1.397000000000000000e+03,3.910503351279019831e-03,3.274291624813276402e-01,1.000000047497451305e-03,8.595722198486328125e+00
1.398000000000000000e+03,2.723057811520774598e-05,3.275258079413539414e-01,1.000000047497451305e-03,8.597723484039306641e+00
1.399000000000000000e+03,3.651803931823084659e-02,3.275173478030133922e-01,1.000000047497451305e-03,8.599724769592285156e+00
1.400000000000000000e+03,1.052326998896947578e-02,3.272057113429798769e-01,1.000000047497451305e-03,8.601726055145263672e+00
1.401000000000000000e+03,9.423885748865601375e-03,3.270426343007995507e-01,1.000000047497451305e-03,8.603727579116821289e+00
1.402000000000000000e+03,7.529167070924769768e-04,3.268833761054147913e-01,1.000000047497451305e-03,8.605728626251220703e+00
1.403000000000000000e+03,4.995482365790653067e-04,3.269273945666451575e-01,1.000000047497451305e-03,8.607730150222778320e+00
1.404000000000000000e+03,6.360391446168280885e-04,3.269630755068824168e-01,1.000000047497451305e-03,8.609731435775756836e+00
1.405000000000000000e+03,1.960546739672740669e-03,3.269232859071768971e-01,1.000000047497451305e-03,8.612733364105224609e+00
1.406000000000000000e+03,3.328674028042422767e-03,3.269922372736608351e-01,1.000000047497451305e-03,8.614734888076782227e+00
1.407000000000000000e+03,1.012537379024275319e-02,3.270819663257372167e-01,1.000000047497451305e-03,8.616736173629760742e+00
1.408000000000000000e+03,1.633836208902507233e-06,3.272409665079211161e-01,1.000000047497451305e-03,8.618737220764160156e+00
1.409000000000000000e+03,1.261017610702806074e-02,3.272429636502031669e-01,1.000000047497451305e-03,8.620738744735717773e+00
1.410000000000000000e+03,2.196949398149083990e-05,3.274192189394250496e-01,1.000000047497451305e-03,8.622740268707275391e+00
1.411000000000000000e+03,7.783659727763098113e-02,3.274268715527910989e-01,1.000000047497451305e-03,8.624741554260253906e+00
1.412000000000000000e+03,5.677599936246791002e-04,3.278606496220389244e-01,1.000000047497451305e-03,8.626742601394653320e+00
1.413000000000000000e+03,1.258676844206955969e-02,3.278215798928839630e-01,1.000000047497451305e-03,8.628744125366210938e+00
1.414000000000000000e+03,1.466765112398701366e-02,3.279955798015533608e-01,1.000000047497451305e-03,8.630745649337768555e+00
1.415000000000000000e+03,7.973407032500877541e-05,3.281807828162193741e-01,1.000000047497451305e-03,8.632746696472167969e+00
1.416000000000000000e+03,3.251940155646033254e-02,3.281664370084942939e-01,1.000000047497451305e-03,8.634747982025146484e+00
1.417000000000000000e+03,3.208941624187137964e-02,3.278686768837913434e-01,1.000000047497451305e-03,8.636749505996704102e+00
1.418000000000000000e+03,5.154412357728952804e-05,3.275614920443832290e-01,1.000000047497451305e-03,8.638750553131103516e+00
1.419000000000000000e+03,2.235381090335231136e-02,3.275496986334862082e-01,1.000000047497451305e-03,8.640752077102661133e+00
1.420000000000000000e+03,6.384654826330394975e-04,3.277800617424091456e-01,1.000000047497451305e-03,8.642753362655639648e+00
1.421000000000000000e+03,1.245787986431871452e-03,3.277411442373843742e-01,1.000000047497451305e-03,8.644754886627197266e+00
1.422000000000000000e+03,8.734690322809687867e-04,3.277954259056785613e-01,1.000000047497451305e-03,8.646755933761596680e+00
1.423000000000000000e+03,1.885778999420263029e-04,3.278418884178870840e-01,1.000000047497451305e-03,8.648757457733154297e+00
1.424000000000000000e+03,3.647918626807833496e-03,3.278203900616261657e-01,1.000000047497451305e-03,8.650758743286132812e+00
1.425000000000000000e+03,1.454907064303892668e-02,3.279162965174093891e-01,1.000000047497451305e-03,8.652760028839111328e+00
1.426000000000000000e+03,8.369176106129251613e-02,3.277168881975731085e-01,1.000000047497451305e-03,8.654761314392089844e+00
1.427000000000000000e+03,1.251276994577286310e-04,3.271918437559200865e-01,1.000000047497451305e-03,8.656762838363647461e+00
1.428000000000000000e+03,5.230103663502692077e-04,3.272096347651510806e-01,1.000000047497451305e-03,8.658763885498046875e+00
1.429000000000000000e+03,1.322099330478967398e-06,3.272463537642486542e-01,1.000000047497451305e-03,8.660765886306762695e+00
1.430000000000000000e+03,1.130878366887709020e-02,3.272445485312344693e-01,1.000000047497451305e-03,8.662766933441162109e+00
1.431000000000000000e+03,4.325719002836465182e-02,3.270723568168498185e-01,1.000000047497451305e-03,8.664768457412719727e+00
1.432000000000000000e+03,3.621525259851926005e-04,3.267285827229070572e-01,1.000000047497451305e-03,8.666769266128540039e+00
1.433000000000000000e+03,4.876857301590840910e-03,3.266978977771939907e-01,1.000000047497451305e-03,8.667770147323608398e+00
1.434000000000000000e+03,4.576537570234993219e-03,3.265896642854049237e-01,1.000000047497451305e-03,8.669771671295166016e+00
1.435000000000000000e+03,1.344166406395199331e-03,3.264772810595938934e-01,1.000000047497451305e-03,8.671773195266723633e+00
1.436000000000000000e+03,2.929856194427149507e-04,3.265362952096027005e-01,1.000000047497451305e-03,8.674774646759033203e+00
1.437000000000000000e+03,6.448448429608399056e-03,3.265630426067505088e-01,1.000000047497451305e-03,8.676776170730590820e+00
1.438000000000000000e+03,2.757936554569733996e-04,3.264288222744492485e-01,1.000000047497451305e-03,8.678777217864990234e+00
1.439000000000000000e+03,2.440643719688723179e-02,3.264550547829992988e-01,1.000000047497451305e-03,8.680778741836547852e+00
1.440000000000000000e+03,2.356527305981609758e-04,3.261938672750895885e-01,1.000000047497451305e-03,8.682780027389526367e+00
1.441000000000000000e+03,5.456057490452036890e-03,3.261691102480037130e-01,1.000000047497451305e-03,8.684781312942504883e+00
1.442000000000000000e+03,4.264035207523027629e-03,3.260501511673901121e-01,1.000000047497451305e-03,8.686782598495483398e+00
1.443000000000000000e+03,1.977612657686425839e-03,3.261507789935244594e-01,1.000000047497451305e-03,8.688784122467041016e+00
1.444000000000000000e+03,1.270421554523025682e-03,3.260788712977311099e-01,1.000000047497451305e-03,8.690785408020019531e+00
1.445000000000000000e+03,2.877649683337695375e-03,3.261349362830448517e-01,1.000000047497451305e-03,8.692786931991577148e+00
1.446000000000000000e+03,8.294449867743056409e-04,3.262198563961846709e-01,1.000000047497451305e-03,8.694787979125976562e+00
1.447000000000000000e+03,7.914493169628035452e-03,3.262651608800179459e-01,1.000000047497451305e-03,8.696789503097534180e+00
1.448000000000000000e+03,2.088399902249093044e-03,3.264039018503439027e-01,1.000000047497451305e-03,8.698790788650512695e+00
1.449000000000000000e+03,9.314525832097647010e-05,3.263302718191006258e-01,1.000000047497451305e-03,8.700791835784912109e+00
1.450000000000000000e+03,2.411283798571343343e-03,3.263454192850212543e-01,1.000000047497451305e-03,8.701792478561401367e+00
1.451000000000000000e+03,1.319863385069433744e-02,3.264232263751856711e-01,1.000000047497451305e-03,8.703794479370117188e+00
1.452000000000000000e+03,5.545419687862924822e-03,3.262376597793728572e-01,1.000000047497451305e-03,8.705795288085937500e+00
1.453000000000000000e+03,1.469941485543452449e-02,3.261188322881133361e-01,1.000000047497451305e-03,8.707797288894653320e+00
1.454000000000000000e+03,2.211151546881882837e-03,3.263066195259715085e-01,1.000000047497451305e-03,8.709797859191894531e+00
1.455000000000000000e+03,2.230446211173181694e-06,3.262295600283466324e-01,1.000000047497451305e-03,8.711798906326293945e+00
1.456000000000000000e+03,1.732403184805570220e-02,3.262319930342961194e-01,1.000000047497451305e-03,8.713800668716430664e+00
1.457000000000000000e+03,1.498051013719167322e-03,3.260160968598789788e-01,1.000000047497451305e-03,8.715801954269409180e+00
1.458000000000000000e+03,2.469902586659944530e-03,3.260776647802731132e-01,1.000000047497451305e-03,8.717803001403808594e+00
1.459000000000000000e+03,2.647607090179948316e-03,3.261557181783988346e-01,1.000000047497451305e-03,8.719805002212524414e+00
1.460000000000000000e+03,2.978513141208357848e-03,3.262380761869800860e-01,1.000000047497451305e-03,8.721805810928344727e+00
1.461000000000000000e+03,3.905940397437279808e-03,3.263261289561588674e-01,1.000000047497451305e-03,8.723807334899902344e+00
1.462000000000000000e+03,4.963783858811421541e-03,3.264259146203264406e-01,1.000000047497451305e-03,8.725808620452880859e+00
1.463000000000000000e+03,1.315489872243572490e-03,3.263003948646829855e-01,1.000000047497451305e-03,8.727809906005859375e+00
1.464000000000000000e+03,3.875986507423540006e-02,3.263580326383049846e-01,1.000000047497451305e-03,8.729811429977416992e+00
1.465000000000000000e+03,2.887248266517941208e-03,3.266654421895257565e-01,1.000000047497451305e-03,8.731812477111816406e+00
1.466000000000000000e+03,8.844743305651319104e-04,3.267494756983172488e-01,1.000000047497451305e-03,8.733814001083374023e+00
1.467000000000000000e+03,2.004899778690033985e-03,3.267012357844466530e-01,1.000000047497451305e-03,8.735815286636352539e+00
1.468000000000000000e+03,3.345482233898221854e-03,3.267718922547468985e-01,1.000000047497451305e-03,8.736815690994262695e+00
1.469000000000000000e+03,1.173101902228945162e-03,3.266774815471878424e-01,1.000000047497451305e-03,8.739818096160888672e+00
1.470000000000000000e+03,5.137446809246074171e-03,3.266209929430516357e-01,1.000000047497451305e-03,8.741819381713867188e+00
1.471000000000000000e+03,4.750451908111056470e-02,3.265055723146494393e-01,1.000000047497451305e-03,8.743820428848266602e+00
1.472000000000000000e+03,7.895835609164893347e-06,3.261516293366314434e-01,1.000000047497451305e-03,8.745822429656982422e+00
1.473000000000000000e+03,7.417086076481090159e-04,3.261471299470636853e-01,1.000000047497451305e-03,8.747822999954223633e+00
1.474000000000000000e+03,2.752595615521125105e-04,3.261896986207667992e-01,1.000000047497451305e-03,8.749824762344360352e+00
1.475000000000000000e+03,1.025115170334715831e-02,3.261623810869518358e-01,1.000000047497451305e-03,8.751826047897338867e+00
1.476000000000000000e+03,2.591771629872534864e-03,3.263192605085765141e-01,1.000000047497451305e-03,8.753827095031738281e+00
1.477000000000000000e+03,4.463736886283856467e-03,3.264018719955939507e-01,1.000000047497451305e-03,8.755828380584716797e+00
1.478000000000000000e+03,3.582694178031643056e-02,3.262940278065976085e-01,1.000000047497451305e-03,8.757830142974853516e+00
1.479000000000000000e+03,4.913210122316316250e-03,3.259864632347597713e-01,1.000000047497451305e-03,8.759830951690673828e+00
1.480000000000000000e+03,1.299034255249718883e-02,3.258711409151212046e-01,1.000000047497451305e-03,8.761832475662231445e+00
1.481000000000000000e+03,1.137203673805141715e-02,3.256786502092870461e-01,1.000000047497451305e-03,8.763834238052368164e+00
1.482000000000000000e+03,4.772374812237633462e-02,3.255005772834032585e-01,1.000000047497451305e-03,8.765835523605346680e+00
1.483000000000000000e+03,9.733931620393085349e-03,3.251505295247687499e-01,1.000000047497451305e-03,8.767836809158325195e+00
1.484000000000000000e+03,1.583321212158179253e-02,3.249915057938043694e-01,1.000000047497451305e-03,8.769838333129882812e+00
1.485000000000000000e+03,6.035347599628904797e-02,3.251902024354765830e-01,1.000000047497451305e-03,8.771839618682861328e+00
1.486000000000000000e+03,1.975340152339623626e-04,3.255656271295643833e-01,1.000000047497451305e-03,8.773840427398681641e+00
1.487000000000000000e+03,1.611211450825267288e-03,3.255875116302993089e-01,1.000000047497451305e-03,8.775841951370239258e+00
1.488000000000000000e+03,9.350597436239143986e-06,3.256507439421125194e-01,1.000000047497451305e-03,8.777843475341796875e+00
1.489000000000000000e+03,3.449983366100679936e-03,3.256457825035765086e-01,1.000000047497451305e-03,8.779844522476196289e+00
1.490000000000000000e+03,4.344626221456850991e-03,3.257429203774412363e-01,1.000000047497451305e-03,8.781846046447753906e+00
1.491000000000000000e+03,1.370689655747026059e-02,3.258466332690772016e-01,1.000000047497451305e-03,8.783847332000732422e+00
1.492000000000000000e+03,1.404162845843298299e-02,3.260319481540764897e-01,1.000000047497451305e-03,8.785848855972290039e+00
1.493000000000000000e+03,1.263508925277162694e-02,3.258378189463485008e-01,1.000000047497451305e-03,8.787849903106689453e+00
1.494000000000000000e+03,1.506682479789218931e-02,3.256542246020593390e-01,1.000000047497451305e-03,8.789851427078247070e+00
1.495000000000000000e+03,5.427524470802794513e-04,3.258411927759229942e-01,1.000000047497451305e-03,8.791852712631225586e+00
1.496000000000000000e+03,2.970656267547043018e-03,3.258778711095318692e-01,1.000000047497451305e-03,8.793853998184204102e+00
1.497000000000000000e+03,2.880885151068649473e-03,3.259652425715828250e-01,1.000000047497451305e-03,8.795855283737182617e+00
1.498000000000000000e+03,4.154436091549018432e-03,3.258794403186885957e-01,1.000000047497451305e-03,8.797856807708740234e+00
1.499000000000000000e+03,3.766682137894941055e-03,3.257702168180906521e-01,1.000000047497451305e-03,8.799857854843139648e+00
1.500000000000000000e+03,2.309752153811893763e-03,3.258691764174574956e-01,1.000000047497451305e-03,8.800858974456787109e+00
1.501000000000000000e+03,1.833483663857756948e-02,3.259447006981165962e-01,1.000000047497451305e-03,8.803860664367675781e+00
1.502000000000000000e+03,2.902272705496684521e-03,3.257169360428089355e-01,1.000000047497451305e-03,8.805862188339233398e+00
1.503000000000000000e+03,2.446095899801857890e-02,3.256315952808044312e-01,1.000000047497451305e-03,8.807863473892211914e+00
1.504000000000000000e+03,4.211795532863313318e-02,3.253756016214755520e-01,1.000000047497451305e-03,8.810865640640258789e+00
1.505000000000000000e+03,2.676824130386072642e-02,3.250227013533415477e-01,1.000000047497451305e-03,8.813867568969726562e+00
1.506000000000000000e+03,3.704994445444910668e-05,3.252709926133209306e-01,1.000000047497451305e-03,8.816869258880615234e+00
1.507000000000000000e+03,1.723147417004272219e-03,3.252804299916310371e-01,1.000000047497451305e-03,8.818870782852172852e+00
1.508000000000000000e+03,2.531112324800839294e-02,3.252159624460154719e-01,1.000000047497451305e-03,8.820872306823730469e+00
1.509000000000000000e+03,7.868169197246069682e-03,3.254617075707291196e-01,1.000000047497451305e-03,8.822873353958129883e+00
1.510000000000000000e+03,4.306388037576059855e-03,3.253140816151358639e-01,1.000000047497451305e-03,8.824874639511108398e+00
1.511000000000000000e+03,6.571872605854195415e-02,3.254182471796570608e-01,1.000000047497451305e-03,8.826875925064086914e+00
1.512000000000000000e+03,7.951976373123821043e-04,3.249893657107116862e-01,1.000000047497451305e-03,8.828876972198486328e+00
1.513000000000000000e+03,6.526341992641953617e-03,3.250335767410559296e-01,1.000000047497451305e-03,8.830878734588623047e+00
1.514000000000000000e+03,2.477128350597814291e-02,3.251600095668421564e-01,1.000000047497451305e-03,8.832879543304443359e+00
1.515000000000000000e+03,3.858302355376651976e-02,3.254022839647688903e-01,1.000000047497451305e-03,8.834881544113159180e+00
1.516000000000000000e+03,2.055332280170411516e-02,3.250638521725671137e-01,1.000000047497451305e-03,8.836882352828979492e+00
1.517000000000000000e+03,1.780733038922989175e-01,3.248325483368086353e-01,1.000000047497451305e-03,8.838883876800537109e+00
1.518000000000000000e+03,8.131002035108752732e-03,3.240660139010576035e-01,1.000000047497451305e-03,8.840884923934936523e+00
1.519000000000000000e+03,6.151307639311496493e-04,3.242087737445736861e-01,1.000000047497451305e-03,8.842886686325073242e+00
1.520000000000000000e+03,9.003649762902318321e-05,3.242478560021799794e-01,1.000000047497451305e-03,8.844887971878051758e+00
1.521000000000000000e+03,2.420671710726524095e-02,3.242328860922828460e-01,1.000000047497451305e-03,8.846889734268188477e+00
1.522000000000000000e+03,3.119818870287220658e-02,3.239712602592119128e-01,1.000000047497451305e-03,8.848890304565429688e+00
1.523000000000000000e+03,5.176809552304590181e-03,3.242455229801193828e-01,1.000000047497451305e-03,8.850892066955566406e+00
1.524000000000000000e+03,2.694894253775706049e-04,3.241228729189470914e-01,1.000000047497451305e-03,8.852893590927124023e+00
1.525000000000000000e+03,1.524673425093575835e-03,3.241484417140540475e-01,1.000000047497451305e-03,8.854895114898681641e+00
1.526000000000000000e+03,4.594303498170522297e-03,3.240873227329651995e-01,1.000000047497451305e-03,8.856895923614501953e+00
1.527000000000000000e+03,5.031575268143467436e-03,3.241928550033211232e-01,1.000000047497451305e-03,8.858897447586059570e+00
1.528000000000000000e+03,1.335836091935418621e-02,3.240794492737059107e-01,1.000000047497451305e-03,8.860898733139038086e+00
1.529000000000000000e+03,1.015825260838254572e-03,3.242586374005009264e-01,1.000000047497451305e-03,8.862899780273437500e+00
1.530000000000000000e+03,5.742875558474976744e-02,3.243096215467941024e-01,1.000000047497451305e-03,8.864901304244995117e+00
1.531000000000000000e+03,5.785280546794169471e-04,3.239192858998368174e-01,1.000000047497451305e-03,8.866902828216552734e+00
1.532000000000000000e+03,9.756349709043680637e-03,3.238806960005905511e-01,1.000000047497451305e-03,8.868903875350952148e+00
1.533000000000000000e+03,1.445121634709903074e-03,3.237239164928992219e-01,1.000000047497451305e-03,8.870905160903930664e+00
1.534000000000000000e+03,1.077545826699576222e-02,3.237831845473566061e-01,1.000000047497451305e-03,8.872906684875488281e+00
1.535000000000000000e+03,3.386659363370306061e-06,3.239472895371763861e-01,1.000000047497451305e-03,8.874907732009887695e+00
1.536000000000000000e+03,1.993479127882707286e-02,3.239444154823827859e-01,1.000000047497451305e-03,8.876909255981445312e+00
1.537000000000000000e+03,6.293627029490657260e-06,3.241660905503092605e-01,1.000000047497451305e-03,8.878911018371582031e+00
1.538000000000000000e+03,3.805031270598152604e-02,3.241619832975701776e-01,1.000000047497451305e-03,8.880912065505981445e+00
1.539000000000000000e+03,2.278728637261457843e-02,3.238369568628724493e-01,1.000000047497451305e-03,8.882913112640380859e+00
1.540000000000000000e+03,2.731289044938244070e-05,3.235927310035383031e-01,1.000000047497451305e-03,8.884914636611938477e+00
1.541000000000000000e+03,1.059027699780317822e-03,3.236010196294469843e-01,1.000000047497451305e-03,8.886915922164916992e+00
1.542000000000000000e+03,1.502599162198748305e-02,3.236526650856709209e-01,1.000000047497451305e-03,8.888917207717895508e+00
1.543000000000000000e+03,1.854091756025839574e-02,3.238447718961428023e-01,1.000000047497451305e-03,8.890918493270874023e+00
1.544000000000000000e+03,3.265861528323158770e-03,3.236276773011276808e-01,1.000000047497451305e-03,8.892920255661010742e+00
1.545000000000000000e+03,2.961266692394795737e-03,3.235356750188575492e-01,1.000000047497451305e-03,8.894921541213989258e+00
1.546000000000000000e+03,7.231331578253020684e-03,3.234494351073664564e-01,1.000000047497451305e-03,8.896922349929809570e+00
1.547000000000000000e+03,8.975988143060023962e-04,3.235848030396964448e-01,1.000000047497451305e-03,8.898923635482788086e+00
1.548000000000000000e+03,9.710337991133683247e-03,3.235376173586494986e-01,1.000000047497451305e-03,8.900924921035766602e+00
1.549000000000000000e+03,1.997259335451360973e-02,3.233766060860075453e-01,1.000000047497451305e-03,8.902926683425903320e+00
1.550000000000000000e+03,4.057633662643169575e-02,3.231464041367687612e-01,1.000000047497451305e-03,8.904927968978881836e+00
1.551000000000000000e+03,3.324938980770452421e-04,3.234613044169908913e-01,1.000000047497451305e-03,8.906929254531860352e+00
1.552000000000000000e+03,6.861239069304972231e-03,3.234905485102441691e-01,1.000000047497451305e-03,8.908930540084838867e+00
1.553000000000000000e+03,1.856615312359722144e-05,3.236182470216040774e-01,1.000000047497451305e-03,8.910931825637817383e+00
1.554000000000000000e+03,1.230838821284814533e-02,3.236253357555592958e-01,1.000000047497451305e-03,8.912933349609375000e+00
1.555000000000000000e+03,7.028969665358228078e-03,3.237971873203847606e-01,1.000000047497451305e-03,8.914934396743774414e+00
1.556000000000000000e+03,1.499408849437812094e-02,3.236613301988214286e-01,1.000000047497451305e-03,8.916935920715332031e+00
1.557000000000000000e+03,1.466469590046333774e-02,3.234631054457973165e-01,1.000000047497451305e-03,8.917937040328979492e+00
1.558000000000000000e+03,6.364598749784210153e-04,3.232677538216132129e-01,1.000000047497451305e-03,8.919938325881958008e+00
1.559000000000000000e+03,1.528710122800395858e-02,3.233068005930768707e-01,1.000000047497451305e-03,8.921939373016357422e+00
1.560000000000000000e+03,4.791812636255794906e-03,3.231000278913624957e-01,1.000000047497451305e-03,8.923940420150756836e+00
1.561000000000000000e+03,7.348083851172858803e-03,3.229917929884673078e-01,1.000000047497451305e-03,8.925941944122314453e+00
1.562000000000000000e+03,1.554615211051694514e-02,3.231245509633201007e-01,1.000000047497451305e-03,8.927943468093872070e+00
1.563000000000000000e+03,1.357827368750743648e-02,3.229153668792856258e-01,1.000000047497451305e-03,8.929944276809692383e+00
1.564000000000000000e+03,7.501485167931005429e-05,3.231029184091933071e-01,1.000000047497451305e-03,8.931946277618408203e+00
1.565000000000000000e+03,4.747854941136228114e-03,3.231166982152847700e-01,1.000000047497451305e-03,8.933947563171386719e+00
1.566000000000000000e+03,1.116668612485086955e-02,3.232245812614554237e-01,1.000000047497451305e-03,8.935949087142944336e+00
1.567000000000000000e+03,3.394017680930789226e-03,3.233934170701090460e-01,1.000000047497451305e-03,8.937950134277343750e+00
1.568000000000000000e+03,1.369974318592632502e-02,3.232981711550212967e-01,1.000000047497451305e-03,8.939950942993164062e+00
1.569000000000000000e+03,3.948253105553098906e-03,3.231097975612062800e-01,1.000000047497451305e-03,8.941952466964721680e+00
1.570000000000000000e+03,6.357459097020963512e-02,3.232099339357276113e-01,1.000000047497451305e-03,8.943953752517700195e+00
1.571000000000000000e+03,2.613315353040126599e-04,3.227844403460363165e-01,1.000000047497451305e-03,8.945955276489257812e+00
1.572000000000000000e+03,1.644022203638062854e-02,3.228099408898154610e-01,1.000000047497451305e-03,8.947956562042236328e+00
1.573000000000000000e+03,3.162294390752153246e-03,3.226010676094305807e-01,1.000000047497451305e-03,8.949958086013793945e+00
1.574000000000000000e+03,2.262869271426371301e-02,3.226880125232489682e-01,1.000000047497451305e-03,8.951959133148193359e+00
1.575000000000000000e+03,3.624236051817933922e-03,3.229222869170424448e-01,1.000000047497451305e-03,8.953960657119750977e+00
1.576000000000000000e+03,3.256087545400020026e-04,3.230162074260799487e-01,1.000000047497451305e-03,8.955961465835571289e+00
1.577000000000000000e+03,6.697101727801242838e-05,3.230462444367345198e-01,1.000000047497451305e-03,8.957963228225708008e+00
1.578000000000000000e+03,8.310540812700499503e-05,3.230592853261270436e-01,1.000000047497451305e-03,8.959964275360107422e+00
